AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,LeagueId,SkillRating,TotalScore,ModScore,GearScore,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,TWOmiCount,GACOmiCount,TBOmiCount,CQOmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Relic10Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount
358349725,"Kroxata","cbbartman",102402962168487936,4546432,2906704,"BRONZIUM",2320,7.14,2.71,4.42,241,8,70,88,142,15,7,8,0,0,0,3,22,4,45,1,10,2,1,0,217,384,138,41,8,1
829847676,"Ren Gundo","Ren Gundo#4381",702692683440848956,5331749,3871927,"CARBONITE",2068,10.52,5.13,5.39,274,4,15,149,178,17,7,7,3,0,4,0,10,0,56,0,57,20,2,0,359,418,295,109,26,5
167955175,"Jon","⁦Jon.⁩#8873",845780812933758976,3976249,2853977,"AURODIUM",2670,7.78,2.22,5.56,208,9,13,120,133,23,2,21,0,0,5,1,22,3,37,6,35,8,1,0,229,230,94,39,9,4
748368888,"Jonny",".angrydoge",703099485500342302,2473284,1750045,"CHROMIUM",2382,7.15,2.08,5.08,144,12,13,68,83,11,1,10,0,0,3,2,12,1,24,0,19,3,0,0,108,198,60,14,1,2
655852682,"Loreck Avery II","__alk__",566723844048683030,3405356,2338333,"BRONZIUM",2258,6.29,1.74,4.55,222,7,20,82,72,9,1,8,0,0,1,0,29,0,31,0,18,2,0,0,97,143,62,27,7,2
662953187,"RockThisWorld","zenopos#0000",235462196098760705,5583804,3799917,"CHROMIUM",2642,8.61,2.77,5.84,282,4,25,174,199,18,4,14,0,0,4,0,37,7,76,9,32,7,1,0,250,458,167,61,15,6
599481582,"Ater","roadflare_",349996746618961922,3645236,2327775,"BRONZIUM",2342,7.63,2.7,4.94,219,3,20,89,66,14,3,10,0,1,0,0,12,1,44,7,19,3,2,0,145,181,101,49,13,1
567857492,"Warrior","warrior4127#0000",318721428566441985,8191729,4548570,"KYBER",3390,11.31,4.04,7.27,359,0,20,286,295,69,18,44,5,1,3,0,44,1,111,8,83,23,13,0,600,677,340,169,42,8
141195412,"MINI Warrior","warrior4127#0000",318721428566441985,7038322,4065850,"CHROMIUM",2599,9.85,2.66,7.19,331,4,17,247,187,48,16,27,4,1,1,0,33,0,104,11,73,18,7,0,341,398,198,94,17,7
156859688,"Ka Gon","kirokuh",687404744502673455,4850070,2725887,"BRONZIUM",2243,8.31,0.87,7.44,247,3,10,177,66,19,3,14,1,1,2,1,24,4,73,4,56,9,4,0,63,107,46,20,2,2
295928884,"Warrior CB","warrior4127#0000",318721428566441985,7803648,4481005,"AURODIUM",2678,11.06,4.5,6.57,346,2,42,238,335,41,13,23,3,1,4,0,38,9,59,8,80,26,14,0,636,738,374,150,36,8
674877391,"Akbahr","akbahr#0000",624647426871001130,7417694,4448921,"CARBONITE",2026,8.23,1.58,6.65,336,7,16,250,255,34,12,17,4,0,2,3,36,4,103,12,57,26,1,0,228,362,129,49,7,6
661525633,"Snub","beefy23.#0000",378298837862973451,5060641,2854751,"BRONZIUM",2379,8.44,1.27,7.16,234,1,12,179,79,26,7,16,3,0,2,0,24,4,80,25,34,3,6,1,57,246,63,34,12,1
384139766,"EvilRene","beefy23.#0000",378298837862973451,3882967,2397183,"BRONZIUM",2354,7.99,2.59,5.4,217,8,31,104,66,19,8,6,4,1,4,1,26,1,48,2,17,1,3,0,108,235,95,69,18,0
283382626,"Winter","wintercell_#0000",730354232040882176,6099171,3756123,"CHROMIUM",2600,8.13,1.7,6.44,314,1,45,190,162,22,6,12,3,1,0,1,27,3,94,8,39,8,8,0,143,185,107,60,10,6
399787773,"Darthalorian","iwillprevail.11",1259595468199952545,3127416,2061042,"CARBONITE",1964,5.94,1.43,4.51,181,10,27,70,63,10,3,5,2,0,0,0,25,6,25,3,6,2,3,0,100,118,51,17,1,1
337972148,"TBergh","tberghino#0000",663351303589855252,3279584,2050811,"CHROMIUM",2407,7.03,2.2,4.83,192,4,32,78,72,16,5,11,0,0,2,1,36,1,21,2,11,4,0,0,138,175,77,32,7,1
633248529,"oPlat","oplatgamess",1078569864559607879,3355177,1858074,"CHROMIUM",2440,7.59,2.72,4.88,171,9,23,77,64,12,2,8,2,0,0,0,28,1,25,5,14,1,2,1,128,189,87,48,20,2
461178854,"Hondo Ohnaka","bobjustbetter#0000",689760447712198662,4011750,2502463,"CHROMIUM",2618,7.8,2.39,5.41,207,5,40,101,111,18,4,13,0,0,0,1,13,1,51,9,21,3,1,1,140,205,98,45,14,2
471973962,"Logik","logikkal",114203270540558338,3985556,2541821,"CHROMIUM",2592,8.37,2.94,5.44,222,0,42,102,94,17,2,15,0,0,0,0,17,0,56,3,20,5,1,0,242,296,121,56,15,4
249818728,"Etorphinee","etorphine#0000",469544434816516097,3402622,2213624,"BRONZIUM",2193,8.79,3.54,5.25,191,12,13,96,70,5,0,4,1,0,6,1,22,4,31,13,14,2,1,0,97,337,130,52,10,1
