AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,LeagueId,SkillRating,TotalScore,ModScore,GearScore,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,TWOmiCount,GACOmiCount,TBOmiCount,CQOmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Relic10Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount
187142131,"Digolo Doorjam","Digolo doorjam#3841",391026951705329665,7132053,4295236,"CHROMIUM",2584,7.66,2.15,5.5,335,10,67,180,333,45,19,19,6,0,4,5,33,5,52,5,53,13,9,0,662,425,181,35,3,7
712815396,"MINIxur'kthan","xurkthan",518611328026411020,8080934,4826152,"KYBER",3131,12.06,5.12,6.94,364,0,31,270,330,65,25,32,7,1,8,0,34,2,86,13,79,32,14,0,576,892,420,219,57,6
948786289,"Uhrrr ahhrrr aaargh","uhrr#0000",391831411444809729,5843025,3708526,"BRONZIUM",2084,9.13,3.51,5.63,305,7,18,167,217,9,6,2,1,0,2,0,23,2,73,7,46,12,1,0,284,478,213,112,20,8
141987319,"Saki","eevie",188160447986401280,5473144,3531006,"AURODIUM",2627,8.83,2.63,6.19,279,6,19,172,189,32,4,26,2,0,2,0,33,0,61,4,54,11,6,0,282,352,149,77,16,5
235598485,"rockoffanddie","rockoffanddie#5252",894632266708451399,8100562,4649148,"KYBER",3366,11.01,3.77,7.25,372,1,11,288,283,68,10,52,4,1,7,0,27,6,96,13,93,22,15,0,512,690,319,144,35,9
482555984,"TheMonkeyBuddha","⁦m●nk🇨🇦⁩#5843",387297197533954049,8290904,4755818,"KYBER",3240,11.46,4.44,7.02,375,1,24,282,310,75,15,57,1,1,6,1,36,8,112,13,59,28,16,1,512,895,396,183,24,9
483564429,"burly kernel","burlykernel",392357312825655296,8037016,4559259,"KYBER",3022,9.72,2.68,7.04,363,2,24,273,333,66,18,42,5,1,4,0,45,3,94,12,83,15,16,0,511,475,228,103,21,10
285458979,"OhMyPretzel","ohmypretzel",734490257289904140,7492772,4328385,"KYBER",2977,9.93,2.95,6.97,352,4,16,255,245,66,10,51,3,1,4,4,37,3,76,22,71,24,12,0,463,620,252,74,8,7
752448563,"GrandMoff GOAT","GrandMoff GOAT#9745",740627301980569602,7978419,4657728,"KYBER",3427,11.36,4.48,6.88,345,2,17,269,299,68,11,54,3,0,3,0,38,4,98,9,89,19,9,0,777,761,379,173,33,9
317451447,"DoritosJesus","jacobg7895#0000",347586006146613250,7643382,4669357,"AURODIUM",2929,9.02,2.21,6.82,350,4,27,256,275,52,6,39,7,0,8,1,33,5,94,8,58,29,17,0,339,321,175,87,19,7
123915621,"Enzo","everyusernameiwantedwastaken",305038025031942154,7828802,4749329,"KYBER",3469,9.71,2.68,7.03,357,2,26,268,250,63,17,46,0,0,0,0,31,0,116,6,81,19,15,0,597,520,225,88,20,9
662698148,"Wabba Dejabba","recon224#0000",199745725515431937,7141685,4371854,"KYBER",3009,12.14,6.07,6.07,337,3,35,208,277,27,13,12,1,0,4,1,24,2,70,4,79,18,6,0,498,847,440,252,52,9
762683647,"Viirx","_vetra_#0000",152569189314461696,7529488,4623815,"BRONZIUM",2223,9.56,3.02,6.54,345,7,13,249,299,55,11,36,6,1,2,0,45,2,99,5,68,17,11,0,478,509,234,117,28,8
764114844,"Lore Maestro","loremaestro#0000",208781664145506304,7642909,4421645,"KYBER",3332,10.8,4.43,6.37,368,9,25,230,309,66,1,62,3,0,17,2,11,2,74,8,74,23,18,1,606,706,349,160,46,3
289231731,"Pflapjack","pflapjack#8956",560550090909941760,7909468,4679583,"CHROMIUM",2495,9.08,2.51,6.57,365,0,57,251,338,37,12,19,3,1,5,6,44,7,105,8,50,16,9,0,636,586,219,80,12,8
296113458,"Cubanito","brady0391",1155009066695938108,6002428,4081251,"KYBER",3220,8.9,2.9,6,323,1,26,191,183,35,1,30,3,1,9,1,35,2,75,8,44,6,7,0,331,387,183,80,19,5
529186388,"HonkaHonka","honkahonka6368",515764710969180171,6656071,3982910,"KYBER",3088,10.86,3.92,6.95,322,7,15,235,204,51,2,47,1,1,4,1,39,1,86,8,73,11,5,0,466,507,281,113,22,6
858335717,"Kayid","arjanpm",187314247548665857,4820404,2773885,"BRONZIUM",2455,6.53,1.18,5.35,252,11,29,126,124,18,9,6,3,0,15,5,15,3,43,8,26,7,2,1,247,197,65,15,3,3
787622886,"Stegosaurus Dave","⁦Stegosaurus Dave⁩#6156",1059897371477147648,6134519,3937351,"AURODIUM",2647,7.78,1.58,6.2,308,8,13,201,180,18,4,14,0,0,4,2,42,6,81,4,45,10,5,0,423,342,113,27,2,8
372864427,"Gut0182","gut0182",425717530288717845,7361444,4470343,"CHROMIUM",2581,9.76,2.48,7.29,356,1,17,271,203,51,8,38,4,1,2,2,44,1,121,11,61,11,16,0,316,353,193,89,17,8
729396135,"Berk Law","berklaw#0000",388527992349130752,7980344,4619720,"AURODIUM",2627,11.95,5.28,6.67,358,1,29,261,345,46,10,29,6,0,12,6,32,19,61,13,75,26,10,0,963,961,460,192,25,8
945871848,"Toughnoodles","ToughNoodles117 🇺🇸 (PST)#5388",300810383558705152,7140116,4453201,"KYBER",3159,10.33,4.28,6.06,344,10,30,216,264,54,12,39,3,0,7,0,29,2,85,7,52,20,8,0,482,682,310,167,40,7
321361271,"Banshey","banshey13",224529305131024384,6882309,4135370,"AURODIUM",2866,9.24,2.55,6.69,335,3,35,228,231,53,13,37,3,0,1,0,51,6,78,6,67,14,3,0,451,481,196,62,10,6
921739269,"Chapolin Colorado","ivanvicentini",326292846804205570,8538434,4863442,"KYBER",3259,12.41,5.61,6.8,376,1,40,267,386,71,9,61,1,0,6,0,22,5,79,5,110,20,20,0,799,920,493,247,58,10
126263353,"SuperKlago","catagol",147874874159923201,5237685,3383106,"CHROMIUM",2637,7.75,2.65,5.1,291,15,36,136,123,18,3,11,2,1,4,2,27,3,62,13,17,3,2,0,192,361,144,62,19,3
992277415,"Only Bak","⁦Bak⁩#4851",746100136513372229,5985237,3718383,"CHROMIUM",2439,6.64,1.47,5.18,292,11,36,153,216,20,5,12,3,0,5,0,24,4,43,12,35,16,3,0,281,364,100,24,5,7
358589147,"dadslostcause","dadslostcause#0000",659363772028420096,5815915,3341306,"BRONZIUM",2268,8.76,0.62,8.14,298,1,9,238,98,24,9,10,5,0,5,2,32,7,78,21,74,5,7,1,91,67,35,22,6,2
548986391,"PantherNP","falconsfan94#0000",237966136451268609,5851674,4049849,"AURODIUM",2844,9.26,3.29,5.96,302,4,34,179,147,21,4,16,0,1,2,1,22,6,75,9,46,9,6,0,274,464,199,102,22,5
452889388,"Guiragon2","guiragon#0000",307966633958178816,6907869,4213723,"AURODIUM",2888,9.1,1.91,7.19,345,2,7,254,186,28,1,27,0,0,6,1,27,3,92,23,84,10,4,0,184,338,127,83,23,8
258161153,"Luiz Yavok","aeros0625#0000",210268506044891138,7061603,4403423,"KYBER",3352,11.83,4.89,6.95,339,1,8,257,189,46,5,36,4,1,7,0,47,0,104,8,77,7,5,0,464,663,348,195,46,7
449652159,"Steelers77","Josh777#3556",344458079380701184,6841052,4539085,"AURODIUM",2908,10.1,4.51,5.59,327,2,31,189,226,38,0,36,1,1,0,1,21,4,75,4,58,15,9,1,363,747,297,185,57,6
819711931,"Seeuker","niklas2061",734836168440676413,7200137,4536118,"KYBER",3523,10.21,3.81,6.41,349,3,29,229,241,58,3,54,1,0,2,3,38,1,77,7,74,16,10,0,397,525,272,165,39,9
217842861,"cfcmattw","Cfcmattw#1670",140160224383336448,7142965,4055255,"KYBER",3062,9.1,2.67,6.43,341,4,34,219,286,51,1,47,2,1,1,2,27,5,100,7,55,13,7,1,566,542,213,69,11,6
473524614,"Coup de grâce","kennyboy495#3560",405413488224108555,6101263,4160969,"KYBER",3323,10.01,4.16,5.85,306,4,25,183,215,23,3,20,0,0,5,2,18,5,53,19,56,13,7,0,329,613,256,119,42,8
662174745,"Jhoots15","jhoots15",1380349354182836234,3374235,2218907,"CHROMIUM",2521,7.72,1.46,6.25,177,0,14,113,70,7,0,6,0,1,1,0,40,0,49,0,16,3,4,0,54,100,48,25,10,1
972459169,"Pussbag","pussbag#2863",280761431777869834,5123042,3681856,"AURODIUM",2639,6.59,1.56,5.03,298,8,44,139,196,23,1,22,0,0,19,10,32,5,39,4,23,4,3,0,301,290,89,25,6,3
555827335,"Fixer 40","OneEyedPiglet#0653",965653705443668039,7097735,4381198,"AURODIUM",2716,8.75,1.53,7.22,332,3,10,270,213,53,16,37,0,0,11,4,52,5,99,19,67,10,3,0,188,398,123,35,5,3
596445821,"GET WRECKED","DTYM#9863",534862321177329701,5243355,3873148,"AURODIUM",2764,8.85,3.62,5.23,303,7,35,143,198,39,5,34,0,0,8,0,36,0,43,2,34,12,7,1,286,456,187,105,32,4
135838381,"TSP","tsp64#0000",241511139358277633,6579809,4105222,"AURODIUM",2824,9.66,2.66,7,323,3,21,237,196,30,0,30,0,0,3,0,40,1,114,9,54,10,4,0,321,433,191,78,11,7
