AllyCode,Name,DiscordTag,DiscordId,CharacterGP,ShipGP,LeagueId,SkillRating,TotalScore,ModScore,GearScore,Star7Count,G11Count,G12Count,G13Count,ZetaCount,OmiCount,TWOmiCount,GACOmiCount,TBOmiCount,CQOmiCount,Relic1Count,Relic2Count,Relic3Count,Relic4Count,Relic5Count,Relic6Count,Relic7Count,Relic8Count,Relic9Count,Relic10Count,Mod6Dot,Speed10,Speed15,Speed20,Speed25,UltimateGLCount
321361271,"Banshey","banshey13",224529305131024384,7163443,4272165,"AURODIUM",2716,9.18,2.56,6.62,336,3,35,234,246,55,15,37,3,0,1,0,49,5,77,6,75,14,3,0,469,516,206,62,10,6
921739269,"Chapolin Colorado","ivanvicentini",326292846804205570,8698805,4869673,"KYBER",3381,12.4,5.6,6.79,377,0,38,270,392,71,9,61,1,0,7,1,23,5,72,4,113,25,20,0,815,936,502,252,59,10
126263353,"SuperKlago","catagol",147874874159923201,5537119,3579563,"AURODIUM",2717,7.78,2.67,5.12,301,18,36,145,136,22,3,15,2,1,6,2,28,3,67,12,20,3,2,0,204,398,153,63,21,3
992277415,"Only Bak","⁦Bak⁩#4851",746100136513372229,6117048,3738825,"CHROMIUM",2534,6.81,1.51,5.3,293,6,40,158,216,20,5,12,3,0,4,0,24,6,43,10,37,17,4,0,284,364,105,26,5,7
358589147,"dadslostcause","dadslostcause",659363772028420096,6115030,3384266,"BRONZIUM",2001,8.7,0.61,8.09,307,0,9,246,116,26,10,11,5,0,6,2,33,6,77,24,76,6,7,1,99,75,36,24,6,2
548986391,"PantherNP","falconsfan94#0000",237966136451268609,6110227,4160061,"AURODIUM",2778,9.26,3.31,5.95,306,4,33,184,161,23,4,18,0,1,0,1,20,8,73,7,54,9,8,0,291,479,209,107,23,5
452889388,"Guiragon2","guiragon#0000",307966633958178816,7163660,4215359,"KYBER",3069,9.04,1.9,7.14,348,2,7,258,204,34,1,32,0,1,7,0,28,4,91,21,89,10,4,0,191,349,130,87,25,8
258161153,"Luiz Yavok","aeros0625#0000",210268506044891138,7327983,4436186,"KYBER",3340,11.95,4.92,7.03,344,1,2,270,203,48,5,38,4,1,8,0,49,0,106,5,81,10,5,0,491,700,364,203,48,7
449652159,"Steelers77","Josh777#3556",344458079380701184,7078566,4576087,"KYBER",3079,10.16,4.53,5.63,334,2,36,193,241,40,0,38,1,1,1,1,21,1,69,6,63,16,11,1,374,772,308,193,59,6
819711931,"Seeuker","niklas2061",734836168440676413,7439985,4537008,"KYBER",3462,10.32,3.87,6.45,353,3,27,236,256,60,3,56,1,0,2,2,37,2,81,7,77,15,11,0,415,542,285,175,42,9
217842861,"cfcmattw","Cfcmattw#1670",140160224383336448,7357291,4276478,"KYBER",3080,9.02,2.66,6.36,347,3,34,226,300,52,1,48,2,1,2,2,29,4,99,7,59,13,7,1,588,563,219,71,11,6
473524614,"Coup de grâce","kennyboy495#3560",405413488224108555,6415552,4210223,"KYBER",3351,10.09,4.12,5.96,312,4,25,194,228,26,3,23,0,0,5,4,18,5,55,22,55,15,8,0,348,641,267,123,44,9
662174745,"Jhoots15","jhoots15",1380349354182836234,3636587,2244266,"CHROMIUM",2544,7.79,1.58,6.2,191,0,13,118,88,8,0,7,0,1,1,0,40,0,49,0,19,4,4,0,60,105,54,33,13,2
972459169,"Pussbag","pussbag#2863",280761431777869834,5357589,3789539,"AURODIUM",2654,6.64,1.49,5.15,302,8,37,151,201,24,1,23,0,0,24,9,34,5,41,3,26,4,5,0,305,294,89,25,6,3
555827335,"Fixer 40","OneEyedPiglet#0653",965653705443668039,7412800,4486313,"AURODIUM",2885,8.77,1.51,7.26,341,2,7,282,235,57,17,40,0,0,14,3,53,6,101,20,70,10,5,0,196,403,127,37,5,3
596445821,"GET WRECKED","DTYM#9863",534862321177329701,5318323,3880942,"AURODIUM",2459,8.8,3.57,5.23,304,7,36,144,199,39,5,34,0,0,8,0,35,0,45,2,34,12,7,1,286,456,187,105,32,4
135838381,"TSP","tsp64#0000",241511139358277633,6734605,4114750,"AURODIUM",2641,9.65,2.68,6.97,323,3,19,240,203,32,1,31,0,0,3,0,39,1,115,10,55,11,4,0,328,437,197,80,11,7
911996689,"Scary Poppins","moral_decline",1160421100778422323,3938350,2027203,"CARBONITE",2026,7.69,0.25,7.44,196,3,17,140,57,18,9,8,1,0,3,2,23,1,71,5,29,3,1,2,99,32,12,1,0,0
